Iteration,MaxEsReturn,Epoch,AveragePolicySurr,AverageReturn,AverageQ,MinReturn,AverageAbsQ,AverageAbsY,MinEsReturn,StdReturn,AverageQLoss,AverageY,QFunRegParamNorm,StdEsReturn,AverageAbsQYDiff,AverageEsReturn,MaxReturn,PolicyRegParamNorm,AverageAction,AverageDiscountedReturn
342,52203.7630097,342,-7030.75,94562.9561945,7023.83,54979.0617307,7023.83,7024.28894018,52203.7630097,22016.01572,58438.3,7024.08132034,414.377,0.0,96.9066651785,52203.7630097,117402.733154,16.9466,1.0,7486.62542694
343,70543.5400089,343,-6987.86,77036.4763857,6981.15,69267.0788897,6981.2,6982.00362839,70543.5400089,11368.3342102,93843.1,6981.84211135,415.044,0.0,112.322756352,70543.5400089,95187.6625363,16.9466,1.0,6669.31530126
344,101166.334438,344,-7041.57,86405.3444973,7034.59,66994.8397143,7034.67,7035.00424212,101166.334438,21516.84287,70157.0,7034.95032828,415.552,0.0,99.6211657238,101166.334438,117424.206677,16.9466,1.0,7056.87566411
345,81610.1608758,345,-7044.91,93625.7453954,7037.81,69285.4127265,7037.81,7038.03473289,81610.1608758,18582.824833,74630.7,7038.03163445,416.172,0.0,101.734390944,81610.1608758,117912.802796,16.9466,1.0,7452.60964517
346,51479.2087332,346,-7029.19,104617.120131,7022.13,59851.5859293,7022.37,7022.9344188,51479.2087332,21192.529173,69069.0,7022.64932438,416.872,0.0,100.918231715,51479.2087332,117890.067758,16.9466,1.0,7942.24789032
347,51240.6366408,347,-7041.07,91516.8565177,7034.07,69401.0510475,7034.09,7034.43240923,51240.6366408,19545.0081087,92824.2,7034.32853157,417.478,0.0,108.050749435,51240.6366408,117847.495032,16.9466,1.0,7425.68034145
348,73334.9464318,348,-7028.93,107897.739913,7022.16,69956.1067414,7022.26,7022.75750121,73334.9464318,15758.7799245,68942.3,7022.57181812,418.147,0.0,100.228541463,73334.9464318,117728.096095,16.9466,1.0,8084.15184855
349,93011.6402721,349,-7062.83,93781.4774667,7055.79,69451.5120771,7056.5,7056.73451496,93011.6402721,18335.522557,76848.4,7056.52465927,418.738,0.0,102.812305699,93011.6402721,117868.590864,16.9466,1.0,7514.43616686
350,69666.7022306,350,-7020.13,93631.7105008,7013.35,68956.4260391,7013.35,7013.91769209,69666.7022306,21369.5969427,79287.8,7013.80737993,419.189,0.0,102.696514059,69666.7022306,117951.450338,16.9466,1.0,7433.12517447
351,96387.0079446,351,-7053.59,86830.4580556,7046.78,69315.6714175,7046.97,7047.27808866,96387.0079446,18306.3967746,72146.0,7047.17068093,419.8,0.0,100.85198316,96387.0079446,117312.128725,16.9466,1.0,7188.03506986
352,68522.3611131,352,-7041.26,86887.1303243,7034.32,69741.1442168,7034.32,7034.60899727,68522.3611131,18264.158067,62951.0,7034.60899727,420.379,0.0,96.7394161914,68522.3611131,117607.740815,16.9466,1.0,7246.25062563
353,53123.9005161,353,-7032.22,96289.5626359,7025.18,69647.9729294,7025.35,7026.26718598,53123.9005161,19356.6086621,95963.4,7026.22186062,420.938,0.0,110.619303925,53123.9005161,117758.97428,16.9466,1.0,7633.12636089
354,103716.771968,354,-7040.96,93566.6972377,7033.87,69288.3268399,7034.0,7034.07826161,103716.771968,21167.0679008,104923.0,7034.02785812,421.669,0.0,113.574867923,103716.771968,117307.242344,16.9466,1.0,7403.29332028
355,96036.1537724,355,-7059.82,86428.4524018,7052.73,69268.5695052,7052.83,7053.43604703,96036.1537724,18668.3423429,95987.1,7053.3926396,422.165,0.0,107.468756434,96036.1537724,117828.879438,16.9466,1.0,7086.48447688
356,70065.2550283,356,-7036.69,91334.0384546,7029.54,69282.5103436,7029.54,7029.66034052,70065.2550283,19628.6307755,78628.9,7029.66034052,422.749,0.0,99.0761748584,70065.2550283,117774.843863,16.9466,1.0,7328.2387768
357,70859.1126054,357,-7032.27,98516.0505484,7024.92,70039.591066,7024.93,7026.0265013,70859.1126054,20503.8066072,93468.8,7025.93481236,423.374,0.0,106.942324504,70859.1126054,117671.279694,16.9466,1.0,7696.54298949
358,86694.7920613,358,-7054.46,88712.4379913,7047.28,67861.9356122,7047.28,7047.63056055,86694.7920613,14429.0989182,71363.3,7047.63056055,423.914,0.0,102.997810092,86694.7920613,116804.311404,16.9466,1.0,7209.89562941
359,97604.3028115,359,-7050.86,103136.835757,7043.7,69333.8038708,7043.73,7044.12871735,97604.3028115,19097.1180401,80469.1,7044.07420381,424.575,0.0,102.470473607,97604.3028115,117638.281106,16.9466,1.0,7852.58988949
360,56839.7589108,360,-7055.4,88967.5518794,7048.28,69560.7007032,7048.62,7048.94770109,56839.7589108,20789.1378548,95484.0,7048.82977715,425.146,0.0,110.435183097,56839.7589108,117740.017701,16.9466,1.0,7251.32365347
361,90880.5204927,361,-7044.49,91896.5823327,7037.4,69920.9161054,7037.4,7038.15820089,90880.5204927,21921.427856,83708.3,7038.09849858,425.633,0.0,103.892934027,90880.5204927,117629.813926,16.9466,1.0,7504.89792888
362,51915.7262785,362,-7060.15,89039.688879,7052.89,69404.1900411,7052.89,7053.01169813,51915.7262785,17787.8446944,73183.2,7053.01169813,426.326,0.0,101.247190576,51915.7262785,117696.773485,16.9466,1.0,7302.10735296
363,51706.30782,363,-7041.48,93567.0786945,7034.24,69354.3066771,7034.25,7034.55992647,51706.30782,18563.2820172,94332.7,7034.55992647,426.977,0.0,105.883201779,51706.30782,117811.441315,16.9466,1.0,7423.2343584
364,52429.4635092,364,-7035.02,94760.5777052,7027.68,55478.9169292,7027.68,7028.513364,52429.4635092,19344.5725564,78841.6,7028.44455638,427.574,0.0,102.44254898,52429.4635092,117561.344429,16.9466,1.0,7526.30205804
365,53937.8340083,365,-7064.96,90218.7953352,7057.65,57605.9870514,7057.77,7058.10794618,53937.8340083,23807.0323917,89420.9,7058.01798482,428.184,0.0,106.464558622,53937.8340083,117729.379773,16.9466,1.0,7313.65484928
366,53188.7257421,366,-7043.64,95926.097519,7036.45,69604.1619393,7036.96,7037.02663349,53188.7257421,22330.6639644,77692.1,7036.89593376,428.805,0.0,101.478339963,53188.7257421,117380.6747,16.9466,1.0,7499.28043532
367,95939.2426103,367,-7028.55,94717.793086,7021.48,55729.6196493,7021.62,7022.10960862,95939.2426103,24209.5419581,97576.6,7022.10960862,429.31,0.0,107.106737429,95939.2426103,117798.816168,16.9466,1.0,7478.66388096
368,53067.900522,368,-7056.29,93543.1804784,7049.08,69357.1234297,7049.15,7049.7367329,53067.900522,18428.6830724,93080.6,7049.63226886,429.862,0.0,103.640859178,53067.900522,117851.24828,16.9466,1.0,7430.64766937
369,87357.8007839,369,-7045.24,79457.7095061,7038.25,69507.9983396,7038.34,7038.43650681,87357.8007839,18960.3781773,72957.2,7038.31611566,430.453,0.0,100.414872273,87357.8007839,117591.727722,16.9466,1.0,6808.20782688
370,54164.7464825,370,-7030.41,88873.0870888,7023.67,69337.0426822,7023.94,7024.4221946,54164.7464825,23326.520302,79686.2,7024.2352022,430.87,0.0,101.436259794,54164.7464825,117752.813595,16.9466,1.0,7194.01011843
371,76496.484981,371,-7037.17,93762.3062208,7030.2,69396.1426622,7030.3,7030.31798368,76496.484981,23802.2764137,89321.4,7030.31798368,431.439,0.0,106.883832115,76496.484981,117859.940604,16.9466,1.0,7457.73566778
372,50688.9183696,372,-7029.47,86129.3364406,7022.68,67303.7662675,7022.77,7023.44187524,50688.9183696,21451.6569048,80731.9,7023.40789054,431.925,0.0,102.880742181,50688.9183696,117377.591119,16.9466,1.0,6987.59602397
373,103649.753254,373,-7058.57,86308.7085243,7051.7,69328.8902267,7051.76,7052.25894821,103649.753254,15229.7196429,79776.7,7052.05334888,432.615,0.0,104.213695853,103649.753254,116776.677668,16.9466,1.0,7076.97452691
374,95694.0627193,374,-7047.83,103344.7607,7040.91,70387.9220071,7040.95,7041.55813177,95694.0627193,18510.698283,69278.9,7041.53386639,433.063,0.0,97.7749266864,95694.0627193,117516.716148,16.9466,1.0,7925.4505524
375,107610.257814,375,-7059.5,101026.625613,7052.52,69436.9329976,7052.52,7053.02216658,107610.257814,21051.7433593,85400.3,7053.02216658,433.586,0.0,101.76882965,107610.257814,117705.43788,16.9466,1.0,7810.44965771
376,81585.9664264,376,-7090.58,89984.6567452,7083.57,57093.7350459,7083.57,7084.14814194,81585.9664264,21387.899095,73973.9,7084.05808812,434.127,0.0,100.932781618,81585.9664264,117726.496795,16.9466,1.0,7269.94111821
377,88908.6020601,377,-7074.34,84339.0832643,7067.48,69298.8418298,7067.56,7067.96435773,88908.6020601,19011.965717,77162.1,7067.79304352,434.801,0.0,103.338433196,88908.6020601,117704.463796,16.9466,1.0,7073.18713157
378,96777.116098,378,-7087.41,103238.587837,7080.77,70440.7375856,7080.77,7081.02492282,96777.116098,15589.624415,94719.2,7081.02492282,435.424,0.0,109.588466241,96777.116098,117749.180728,16.9466,1.0,7925.90068986
379,68816.8329911,379,-7090.43,83946.0284669,7083.56,69332.8486537,7083.62,7084.27222677,68816.8329911,21937.4660746,83221.4,7084.27222677,435.966,0.0,103.632075605,68816.8329911,117583.929973,16.9466,1.0,6908.1777617
380,99039.5458736,380,-7093.4,86634.0465129,7086.42,69578.3841069,7086.42,7086.65149839,99039.5458736,18453.4551102,100560.0,7086.62592309,436.596,0.0,108.74840687,99039.5458736,117673.419835,16.9466,1.0,7169.72068733
381,99544.6114706,381,-7090.6,92460.4891554,7083.44,56304.9349554,7083.44,7084.25439075,99544.6114706,22779.6908418,71846.9,7084.17646194,437.181,0.0,101.28203849,99544.6114706,117826.214691,16.9466,1.0,7420.87884448
382,69106.6197985,382,-7082.97,98370.8588413,7076.01,70001.5120988,7076.52,7076.51863275,69106.6197985,14262.7774986,85411.1,7076.25639384,437.738,0.0,102.672108656,69106.6197985,117580.225866,16.9466,1.0,7684.61103797
383,69389.903612,383,-7072.88,88971.3063074,7065.91,69393.5669871,7066.0,7066.65725217,69389.903612,17678.3398223,96652.9,7066.38105922,438.303,0.0,106.065243771,69389.903612,117470.159872,16.9466,1.0,7268.17122357
384,29585.1485608,384,-7077.19,91459.7813221,7070.08,69814.2676296,7070.08,7070.82553422,29585.1485608,19411.3394955,67455.2,7070.7234754,438.806,0.0,98.4124881252,29585.1485608,117570.576597,16.9466,1.0,7406.21281426
385,92547.2100288,385,-7098.98,93533.3351921,7091.76,69298.6207732,7091.93,7092.37438645,92547.2100288,18529.332315,84209.1,7092.08004649,439.434,0.0,101.987769287,92547.2100288,117475.27861,16.9466,1.0,7417.72207605
386,54894.1590439,386,-7099.41,96057.8267862,7092.04,69615.3338514,7092.28,7092.85958689,54894.1590439,19682.1333711,82469.6,7092.65896449,439.974,0.0,103.456884517,54894.1590439,117339.781992,16.9466,1.0,7566.431114
387,86429.1457916,387,-7091.17,89113.157423,7083.85,69278.627406,7083.94,7084.17008921,86429.1457916,20607.5206937,74504.8,7084.15494628,440.57,0.0,101.077018686,86429.1457916,117769.696588,16.9466,1.0,7266.96406652
388,116130.113479,388,-7087.9,88946.3336488,7080.59,69294.7377128,7080.71,7081.16324061,116130.113479,20797.1898722,99518.5,7081.01547777,441.054,0.0,106.9344398,116130.113479,117838.769914,16.9466,1.0,7245.41550644
389,69388.8230665,389,-7089.18,93622.1677702,7081.75,69014.5529996,7081.75,7082.34385861,69388.8230665,15247.4813567,67593.2,7082.34385861,441.591,0.0,96.1561891665,69388.8230665,117796.087602,16.9466,1.0,7471.02705544
390,51707.0113589,390,-7094.83,107935.085648,7087.34,70653.9030248,7087.47,7087.88053071,51707.0113589,15577.9722017,75335.5,7087.83953924,442.133,0.0,102.866094287,51707.0113589,117701.414305,16.9466,1.0,8091.64186921
391,51736.2606003,391,-7082.07,98654.7054609,7074.51,69715.6810196,7074.61,7075.19465113,51736.2606003,20501.4536179,99423.9,7075.03727879,442.754,0.0,108.029890138,51736.2606003,117792.575767,16.9466,1.0,7742.71868265
392,97019.7629153,392,-7078.54,93963.3621524,7071.36,69267.0785822,7071.48,7071.82284451,97019.7629153,20993.9258122,85092.1,7071.78844097,443.344,0.0,102.971038727,97019.7629153,117664.003574,16.9466,1.0,7513.21418829
393,64928.8303636,393,-7116.51,95990.5365082,7109.22,69435.8715916,7109.49,7109.74972731,64928.8303636,19746.6918059,79143.0,7109.47639558,443.796,0.0,102.431283279,64928.8303636,117700.050377,16.9466,1.0,7544.24147438
394,76545.4118414,394,-7106.26,81940.9975893,7099.0,69317.063283,7099.01,7099.61812693,76545.4118414,15839.9651382,94668.0,7099.61812693,444.295,0.0,105.160492235,76545.4118414,117421.165781,16.9466,1.0,6972.33707613
395,103846.775786,395,-7118.98,103099.121453,7111.88,69267.9454211,7111.89,7112.28935699,103846.775786,19058.0683094,68364.1,7112.28935699,444.791,0.0,99.2900334823,103846.775786,117827.960941,16.9466,1.0,7847.4593994
396,69382.5096749,396,-7088.24,86717.9172023,7081.18,69499.195249,7081.5,7082.09994421,69382.5096749,21312.4936172,89496.7,7081.817256,445.361,0.0,105.726842687,69382.5096749,117550.55732,16.9466,1.0,7174.42395109
397,72254.4435627,397,-7110.25,100673.53067,7102.98,69510.8518568,7102.98,7103.06824276,72254.4435627,21305.5088215,84520.5,7103.06824276,445.982,0.0,103.748645115,72254.4435627,117495.85106,16.9466,1.0,7709.54442783
398,105853.355537,398,-7129.84,91460.5527993,7122.39,69715.3626557,7122.8,7122.73629804,105853.355537,19552.6352487,83606.4,7122.68287823,446.685,0.0,102.896104909,105853.355537,117563.49081,16.9466,1.0,7410.70687481
399,69255.3108691,399,-7141.31,103058.382426,7133.95,69366.0451687,7134.01,7134.75153786,69255.3108691,19028.1104565,93769.3,7134.62146882,447.386,0.0,109.210411983,69255.3108691,117731.132649,16.9466,1.0,7833.55495208
400,80319.87748,400,-7131.63,105614.65237,7124.41,72506.3596072,7124.54,7124.79839359,80319.87748,15144.4862842,70042.7,7124.74772524,447.954,0.0,96.2282372727,80319.87748,117663.000239,16.9466,1.0,7999.26441708
401,52340.9114033,401,-7105.49,94275.0616477,7098.18,69076.0795074,7098.26,7098.47051817,52340.9114033,20719.2399903,87987.6,7098.47051817,448.583,0.0,105.393018636,52340.9114033,117980.312748,16.9466,1.0,7578.10846333
402,74567.7793934,402,-7133.48,98930.4266903,7126.12,70113.6110347,7126.16,7126.61604285,74567.7793934,20118.586384,88415.9,7126.5847083,449.126,0.0,102.773550468,74567.7793934,117769.072811,16.9466,1.0,7794.75028822
403,77316.0413692,403,-7155.28,93743.1060559,7148.19,69576.8808597,7148.21,7148.37119473,77316.0413692,21231.885771,65076.4,7148.37119473,449.758,0.0,98.2168049269,77316.0413692,117775.757132,16.9466,1.0,7473.49220593
404,70535.4649797,404,-7108.29,96082.6527042,7101.33,69504.5172279,7102.02,7102.57881119,70535.4649797,19867.0970049,91269.0,7102.15977576,450.261,0.0,108.029085131,70535.4649797,117710.342305,16.9466,1.0,7574.72473994
405,71616.4212992,405,-7129.9,81574.4160115,7122.69,56160.7174514,7122.94,7123.21607665,71616.4212992,21516.7167382,82674.1,7123.13370812,450.763,0.0,104.466708879,71616.4212992,117826.626159,16.9466,1.0,6877.38252847
406,52037.9944904,406,-7126.84,91337.1722335,7119.67,69681.64239,7119.71,7120.0367539,52037.9944904,22470.2804727,86874.7,7120.03072078,451.468,0.0,103.859369673,52037.9944904,118028.988991,16.9466,1.0,7335.35316439
407,107061.351432,407,-7122.4,100595.217833,7115.21,69349.9972468,7115.21,7115.79873958,107061.351432,18512.272102,93003.4,7115.79873958,452.007,0.0,106.8971072,107061.351432,117638.937948,16.9466,1.0,7705.85723864
408,106344.252628,408,-7151.2,95885.7433044,7144.09,69242.5460853,7144.29,7144.54773813,106344.252628,22658.9757503,80772.7,7144.44215281,452.793,0.0,102.028227775,106344.252628,117582.479299,16.9466,1.0,7470.44455445
409,104452.596637,409,-7141.35,98413.8640718,7133.96,69374.5662594,7133.96,7134.31325461,104452.596637,20812.5562821,74599.8,7134.19456311,453.46,0.0,101.962215132,104452.596637,117789.527835,16.9466,1.0,7660.8636806
410,51439.0502921,410,-7136.95,95889.6064409,7129.53,68938.9215651,7129.63,7130.05658148,51439.0502921,19772.8754589,69971.3,7129.93799903,453.927,0.0,100.816528559,51439.0502921,117592.17333,16.9466,1.0,7503.72504082
411,51449.8614278,411,-7140.01,91375.6181771,7132.73,69382.5365501,7132.73,7133.32157645,51449.8614278,22388.1806736,83609.4,7133.24914692,454.75,0.0,105.934776869,51449.8614278,117788.093785,16.9466,1.0,7336.07241674
412,52009.041975,412,-7153.99,92207.2260686,7146.75,55680.243909,7146.76,7147.19338146,52009.041975,20544.1597858,69084.9,7147.14582563,455.413,0.0,97.7535318047,52009.041975,117469.637365,16.9466,1.0,7367.4305092
413,81091.9355954,413,-7150.37,92227.4025813,7142.89,55656.1646991,7143.16,7143.84307814,81091.9355954,23070.0419481,98277.0,7143.55262833,456.134,0.0,111.085421812,81091.9355954,117559.741466,16.9466,1.0,7351.95905364
414,51472.0806531,414,-7151.97,91245.2918344,7144.62,69389.518473,7144.62,7144.94833228,51472.0806531,22433.6107457,58146.6,7144.87104575,456.664,0.0,95.4980436229,51472.0806531,117573.327777,16.9466,1.0,7316.38371129
415,30937.7461646,415,-7130.52,93878.4183866,7123.37,69292.244605,7123.54,7124.12154555,30937.7461646,21014.7204939,80617.3,7123.94095605,457.315,0.0,103.462757522,30937.7461646,117692.028592,16.9466,1.0,7511.15742686
416,51200.5884059,416,-7127.67,88796.9686264,7120.34,68799.7703319,7120.34,7120.97333799,51200.5884059,14448.8963248,82995.2,7120.97333799,457.892,0.0,105.539768237,51200.5884059,117008.871014,16.9466,1.0,7217.44730717
417,92733.1529074,417,-7151.27,94733.4829067,7144.37,58038.8220202,7144.65,7144.87940255,92733.1529074,21648.9772836,88424.5,7144.47075535,458.517,0.0,105.946851838,92733.1529074,117676.236734,16.9466,1.0,7416.53352666
418,105422.400121,418,-7169.31,86544.8224341,7162.1,69599.8104964,7162.3,7162.9385661,105422.400121,15099.5462785,68797.7,7162.61533372,459.169,0.0,99.719573646,105422.400121,117493.405744,16.9466,1.0,7174.16103026
419,54424.2977026,419,-7129.53,98495.6013546,7122.29,70230.7742116,7122.58,7123.02131212,54424.2977026,17473.5817176,104399.0,7122.72033207,459.706,0.0,108.678374537,54424.2977026,117595.513368,16.9466,1.0,7705.13771966
420,96714.5625996,420,-7160.43,101041.516373,7152.97,69938.8393577,7153.31,7153.63092286,96714.5625996,21126.5863763,86636.8,7153.18020626,460.312,0.0,101.664080419,96714.5625996,117850.83327,16.9466,1.0,7846.57140325
421,55446.0888469,421,-7148.6,79865.284923,7141.15,69738.737562,7141.53,7141.9086462,55446.0888469,15481.8320126,84209.9,7141.81877709,460.734,0.0,102.609971423,55446.0888469,117474.904872,16.9466,1.0,6956.62947348
422,69780.6628563,422,-7127.55,101024.968238,7120.12,70511.548488,7120.12,7120.75889369,69780.6628563,21089.0189188,106412.0,7120.75889369,461.326,0.0,110.595631042,69780.6628563,117700.334643,16.9466,1.0,7842.50266922
423,29896.4640712,423,-7129.19,96172.7363994,7121.53,69382.8319129,7121.56,7122.015673,29896.4640712,19402.0466371,86103.4,7122.015673,461.913,0.0,103.998189222,29896.4640712,117731.35847,16.9466,1.0,7590.48847326
424,103720.533607,424,-7131.67,96049.9426503,7123.89,69240.7483916,7123.89,7124.71987359,103720.533607,22374.3672415,94707.7,7124.71987359,462.406,0.0,103.818213736,103720.533607,117624.489601,16.9466,1.0,7543.73364567
425,87809.2932973,425,-7135.2,86132.6480213,7127.79,66097.2110972,7127.85,7127.81304328,87809.2932973,21610.5890367,93686.7,7127.66265414,462.975,0.0,108.817482497,87809.2932973,117373.503313,16.9466,1.0,7035.48876019
426,62092.8076622,426,-7140.42,86711.4598504,7132.47,69240.8140199,7132.63,7133.22256643,62092.8076622,18463.3140746,80483.9,7132.91514696,463.594,0.0,102.302953789,62092.8076622,117917.785622,16.9466,1.0,7200.03030089
427,63534.2761702,427,-7148.75,89166.0644603,7140.92,69177.5492078,7140.93,7141.40171142,63534.2761702,17364.8074177,77777.8,7141.33991973,464.083,0.0,102.545349942,63534.2761702,117266.850113,16.9466,1.0,7314.1266127
428,54832.5603594,428,-7142.85,84273.5534379,7134.84,69325.5960918,7134.98,7135.32578885,54832.5603594,18793.0805319,81666.8,7135.32578885,464.75,0.0,103.717873169,54832.5603594,118041.997598,16.9466,1.0,7056.10382805
429,85078.9198706,429,-7149.35,103089.502236,7141.49,69584.3739827,7141.52,7141.83534461,85078.9198706,15863.9945661,90842.5,7141.73811732,465.332,0.0,109.277780657,85078.9198706,117850.81182,16.9466,1.0,7873.52566914
